DATAFLOW,LAST UPDATE,freq,indic_is,ind_type,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Germany,2018,76.79,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Germany,2019,79.41,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2004,42.24,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2005,48.03,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2006,55.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2007,55.70,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2008,58.92,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2009,63.58,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2010,67.50,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2011,69.98,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2012,73.37,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2013,77.42,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2014,77.69,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2015,78.88,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2016,81.52,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2017,80.19,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2018,84.39,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Denmark,2019,84.15,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,23.10,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2006,26.35,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2007,30.89,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,32.86,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,36.26,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,40.31,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,42.48,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,44.64,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,47.29,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,50.23,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,53.32,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,54.90,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,57.49,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,59.54,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,62.68,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2004,6.24,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2005,6.54,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2006,7.12,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2007,8.56,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2008,10.17,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2009,16.77,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2010,17.24,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2011,20.43,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2012,23.15,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2013,23.20,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2014,48.56,b,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2015,58.91,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2016,56.45,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2017,58.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2018,61.26,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Estonia,2019,68.24,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2004,1.35,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2005,2.47,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2006,4.75,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2007,7.61,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2008,8.84,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2009,9.75,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2010,12.37,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2011,17.81,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2012,20.37,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2013,24.57,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2014,25.74,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2015,31.66,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2016,31.10,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2017,32.06,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2018,35.94,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Greece,2019,38.93,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2004,8.30,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2005,11.70,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2006,14.69,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2007,18.09,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2008,19.07,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2009,22.31,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2010,23.87,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2011,26.77,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2012,30.38,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2013,31.80,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2014,37.43,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2015,42.34,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2016,43.81,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2017,49.86,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2018,53.30,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Spain,2019,58.01,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2004,27.48,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2005,27.88,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2006,30.14,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2007,35.13,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2008,37.51,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2009,42.04,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2010,45.67,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2011,48.18,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2012,50.23,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2013,53.14,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2014,55.96,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2015,58.69,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2016,60.53,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2017,62.61,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 15 countries (1995-2004),2018,64.37,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 25 countries (2004-2006),2004,22.27,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 25 countries (2004-2006),2005,23.80,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 25 countries (2004-2006),2006,27.00,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 25 countries (2004-2006),2007,31.73,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 25 countries (2004-2006),2008,34.25,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 25 countries (2004-2006),2009,38.74,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 25 countries (2004-2006),2010,42.50,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2004,20.41,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2005,23.80,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2006,25.51,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2007,29.93,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2008,32.34,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2009,36.55,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2010,40.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2011,42.66,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2012,44.59,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2013,47.39,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2014,50.43,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2015,53.14,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2016,55.30,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2017,57.70,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (2007-2013),2018,59.72,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2007,26.66,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2008,28.78,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2009,32.28,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2010,36.18,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2011,38.51,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2012,40.54,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2013,43.12,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2014,46.20,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2015,49.22,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2016,51.16,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2017,53.90,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2018,56.14,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 27 countries (from 2020),2019,59.79,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2007,29.72,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2008,32.11,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2009,36.31,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2010,39.93,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2011,42.43,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2012,44.40,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2013,47.21,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2014,50.24,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2015,52.95,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2016,55.12,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2017,57.46,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2018,59.52,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,European Union - 28 countries (2013-2020),2019,63.21,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Finland,2004,32.79,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Finland,2005,38.14,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Finland,2006,44.15,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Finland,2007,47.94,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Finland,2008,51.39,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Finland,2009,53.51,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Finland,2010,59.18,,
ESTAT:ISOC_EC_IBUY(1.0),16/06/24 23:00:00,Annual,Last online purchase: in the 12 months,All individuals,Percentage of individuals,Finland,2011,61.67,,
