DATAFLOW,LAST UPDATE,freq,unit,inet_spd,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Ireland,2013,95.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Ireland,2014,95.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Ireland,2015,95.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Ireland,2016,95.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Ireland,2017,96.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Ireland,2018,96.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Ireland,2019,96.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Ireland,2020,96.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Iceland,2013,92.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Iceland,2014,96.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Iceland,2015,96.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Iceland,2016,97.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Iceland,2017,98,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Iceland,2018,97.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Iceland,2019,96.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Iceland,2020,96.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Italy,2013,95.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Italy,2014,95.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Italy,2015,98.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Italy,2016,95.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Italy,2017,95.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Italy,2018,96,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Italy,2019,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Italy,2020,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Lithuania,2013,79.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Lithuania,2014,79.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Lithuania,2015,80.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Lithuania,2016,81,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Lithuania,2017,82,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Lithuania,2018,84.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Lithuania,2019,85.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Lithuania,2020,84.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Luxembourg,2013,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Luxembourg,2014,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Luxembourg,2015,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Luxembourg,2016,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Luxembourg,2017,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Luxembourg,2018,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Luxembourg,2019,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Luxembourg,2020,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Latvia,2013,77,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Latvia,2014,75,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Latvia,2015,72,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Latvia,2016,70.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Latvia,2017,70,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Latvia,2018,70,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Latvia,2019,71,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Latvia,2020,71.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Malta,2013,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Malta,2014,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Malta,2015,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Malta,2016,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Malta,2017,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Malta,2018,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Malta,2019,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Malta,2020,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Netherlands,2013,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Netherlands,2014,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Netherlands,2015,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Netherlands,2016,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Netherlands,2017,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Netherlands,2018,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Netherlands,2019,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Netherlands,2020,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Norway,2013,96.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Norway,2014,95.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Norway,2015,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Norway,2016,95.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Norway,2017,94.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Norway,2018,96.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Norway,2019,98,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Norway,2020,97.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Poland,2013,66.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Poland,2014,67.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Poland,2015,67.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Poland,2016,68.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Poland,2017,68.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Poland,2018,68.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Poland,2019,69.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Poland,2020,88.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Portugal,2013,93.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Portugal,2014,93.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Portugal,2015,92.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Portugal,2016,92.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Portugal,2017,91.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Portugal,2018,91.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Portugal,2019,91.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Portugal,2020,92.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Romania,2013,83.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Romania,2014,89.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Romania,2015,88.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Romania,2016,88.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Romania,2017,88.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Romania,2018,87.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Romania,2019,87.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Romania,2020,89.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Sweden,2013,97.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Sweden,2014,97.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Sweden,2015,97.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Sweden,2016,97.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Sweden,2017,97.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Sweden,2018,96.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Sweden,2019,97.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Sweden,2020,97.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovenia,2013,97.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovenia,2014,97.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovenia,2015,97.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovenia,2016,97.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovenia,2017,97.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovenia,2018,98,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovenia,2019,98.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovenia,2020,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovakia,2013,76.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovakia,2014,86.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovakia,2015,86.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovakia,2016,87.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovakia,2017,87.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovakia,2018,88.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovakia,2019,92.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Slovakia,2020,97.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,United Kingdom,2013,98.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,United Kingdom,2014,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,United Kingdom,2015,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,United Kingdom,2016,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,United Kingdom,2017,99.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,United Kingdom,2018,99.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,United Kingdom,2019,99.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,United Kingdom,2020,99.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2013,55.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2014,60.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2015,65.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2016,67.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2017,71.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2018,72.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2019,78.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2020,86.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2021,93.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2022,94.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2023,94.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Austria,2024,95.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2013,95.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2014,95.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2015,96.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2016,96.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2017,97,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2018,98.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2019,98.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2020,98.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2021,99.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2022,97.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2023,97.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Belgium,2024,99.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2013,61.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2014,66.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2015,68.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2016,71.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2017,74.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2018,75,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2019,79.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2020,87.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2021,92.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2022,93.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2023,95.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Bulgaria,2024,96,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2013,97.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2014,98.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2015,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2016,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2017,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2018,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2019,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2020,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2021,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2022,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2023,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Switzerland,2024,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2013,68.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2014,69.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2015,69.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2016,78.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2017,78.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2018,84,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2019,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2020,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Cyprus,2021,100,,
