DATAFLOW,LAST UPDATE,freq,unit,inet_spd,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2016,63.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2017,64.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2018,73.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2019,77.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2020,82.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2021,88.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2022,94.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2023,95.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Romania,2024,96.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2013,59.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2014,57.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2015,57.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2016,68.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2017,73.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2018,78.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2019,82.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2020,85.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2021,86.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2022,86.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2023,89,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Sweden,2024,90.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2013,64.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2014,67.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2015,68.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2016,72.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2017,74.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2018,79.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2019,80.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2020,82.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2021,85.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2022,87.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2023,89,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovenia,2024,89.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2013,32.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2014,35.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2015,45,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2016,49,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2017,53.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2018,54.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2019,57.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2020,61.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2021,75.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2022,80.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2023,84.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,Slovakia,2024,85.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2013,47.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2014,47.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2015,47.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2016,46,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2017,47,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2018,48,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2019,57,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2020,59,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2021,63.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2022,69.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2023,77.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 100 megabits per second (Mbps),Total,United Kingdom,2024,84.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Austria,2013,98.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Austria,2014,98.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Austria,2015,98,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Austria,2016,98.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Austria,2017,97.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Austria,2018,98.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Austria,2019,98.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Austria,2020,98.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Belgium,2013,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Belgium,2014,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Belgium,2015,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Belgium,2016,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Belgium,2017,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Belgium,2018,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Belgium,2019,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Belgium,2020,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Bulgaria,2013,92.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Bulgaria,2014,94.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Bulgaria,2015,94.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Bulgaria,2016,94.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Bulgaria,2017,95,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Bulgaria,2018,95.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Bulgaria,2019,95.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Bulgaria,2020,95.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Switzerland,2013,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Switzerland,2014,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Switzerland,2015,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Switzerland,2016,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Switzerland,2017,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Switzerland,2018,99.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Switzerland,2019,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Switzerland,2020,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Cyprus,2013,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Cyprus,2014,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Cyprus,2015,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Cyprus,2016,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Cyprus,2017,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Cyprus,2018,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Cyprus,2019,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Cyprus,2020,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Czechia,2013,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Czechia,2014,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Czechia,2015,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Czechia,2016,95.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Czechia,2017,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Czechia,2018,96,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Czechia,2019,97.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Czechia,2020,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Germany,2013,99.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Germany,2014,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Germany,2015,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Germany,2016,97,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Germany,2017,97.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Germany,2018,97.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Germany,2019,98.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Germany,2020,99,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Denmark,2013,98.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Denmark,2014,99,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Denmark,2015,99,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Denmark,2016,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Denmark,2017,99.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Denmark,2018,99.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Denmark,2019,99.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Denmark,2020,99.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Estonia,2013,84.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Estonia,2014,86,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Estonia,2015,86.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Estonia,2016,86.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Estonia,2017,84.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Estonia,2018,85,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Estonia,2019,85.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Estonia,2020,89.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Greece,2013,93.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Greece,2014,94.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Greece,2015,94.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Greece,2016,94.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Greece,2017,95,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Greece,2018,95.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Greece,2019,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Greece,2020,99.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Spain,2013,96.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Spain,2014,95.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Spain,2015,95.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Spain,2016,95.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Spain,2017,95.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Spain,2018,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Spain,2019,95.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Spain,2020,95.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,European Union - 27 countries (from 2020),2013,93.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,European Union - 27 countries (from 2020),2014,94.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,European Union - 27 countries (from 2020),2015,94.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,European Union - 27 countries (from 2020),2016,94,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,European Union - 27 countries (from 2020),2017,94.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,European Union - 27 countries (from 2020),2018,94.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,European Union - 27 countries (from 2020),2019,94.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,European Union - 27 countries (from 2020),2020,96.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Finland,2013,96.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Finland,2014,96.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Finland,2015,96.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Finland,2016,96.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Finland,2017,96.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Finland,2018,94.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Finland,2019,93,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Finland,2020,93,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,France,2013,97,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,France,2014,97,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,France,2015,97.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,France,2016,97.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,France,2017,97.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,France,2018,97.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,France,2019,99.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,France,2020,99.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Croatia,2013,95.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Croatia,2014,95.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Croatia,2015,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Croatia,2016,96.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Croatia,2017,98.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Croatia,2018,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Croatia,2019,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Croatia,2020,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Hungary,2013,93.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Hungary,2014,93.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Hungary,2015,94.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Hungary,2016,94.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Hungary,2017,94.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Hungary,2018,94,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Hungary,2019,95.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 2 megabits per second (Mbps),Total,Hungary,2020,95.5,,
